Year	Date_Lab	Date_Sample	Sample_ID	Salamander_ID	Pond	Diet_Taxa	Count	Biomass	Notes
2021	7/31/21	7/12/21	20	982000167212734	6	Dytiscus	1	Y	"Head and a few parts of body, but missing a lot "
2021	8/1/21	7/12/21	21	985170001727662	6	Unknown_01	1	Y	Both 01 and 02 seem like hard IDs given conditions of individuals 
2021	8/1/21	7/12/21	21	985170001727662	6	Unknown_02	2	Y	
2021	8/1/21	7/12/21	21	985170001727662	6	Wood_chunks	4	N	
2021	8/1/21	7/12/21	21	985170001727662	6	Copepod	56	Y	
2021	8/1/21	7/12/21	22	8424	6	Copepod	127	Y	
2021	8/1/21	7/12/21	22	8424	6	Ant?	1	Y	
2021	8/1/21	7/12/21	22	8424	6	Unknown_01	1	Y	same as Unk. 01 in sample 15? Wings included too
2021	8/1/21	7/12/21	22	8424	6	Unknown_02	1	Y	
2021	8/1/21	7/12/21	23	985170001889645	6	Caddisfly	1	Y	Head only. See pic
2021	8/1/21	7/12/21	23	985170001889645	6	Unknown_01	1	Y	2 wings + body. Beetle?
2021	8/1/21	7/12/21	23	985170001889645	6	Unknown_02	3	Y	
2021	8/1/21	7/12/21	23	985170001889645	6	Copepod	56	Y	
2021	8/1/21	7/12/21	24	982126054418822	6	Unknown_01	1	Y	Beetle spp.
2021	8/1/21	7/12/21	24	982126054418822	6	Unknown_02	1	Y	same as Unk. 02 in sample 11?
2021	8/1/21	7/12/21	24	982126054418822	6	Unknown_03	1	Y	
2021	8/1/21	7/12/21	24	982126054418822	6	Needles	1	N	
2021	8/1/21	7/12/21	25	985170001972439	6	Unknown_01	1	Y	
2021	8/1/21	7/12/21	25	985170001972439	6	Unknown_02	2	Y	
2021	8/1/21	7/12/21	25	985170001972439	6	Unknown_03	6	Y	Bigger and paler than Unk. 02
2021	8/1/21	7/12/21	25	985170001972439	6	Dytiscus	1	Y	
2021	8/1/21	7/12/21	25	985170001972439	6	Unknown_04	3	Y	
2021	8/1/21	7/12/21	25	985170001972439	6	Unknown_05	1	Y	Beetle spp.
2021	8/1/21	7/12/21	25	985170001972439	6	Unknown_06	1	Y	
2021	8/1/21	7/12/21	25	985170001972439	6	Needles	3	N	
2021	7/31/21	7/12/21	26	24B	10	Fairy_Shrimp	2	Y	
2021	7/31/21	7/12/21	26	24B	10	Needles	3	N	
2021	7/31/21	7/12/21	26	24B	10	Unknown_01	1	Y	Beetle spp.
2021	8/2/21	7/12/21	27	982000167212665	10	Unknown_01	1	Y	same as #28
2021	8/2/21	7/12/21	27	982000167212665	10	Needles	3	N	
2021	8/2/21	7/12/21	27	982000167212665	10	Copepod	18	Y	
2021	8/2/21	7/12/21	28	982126054418841	10	Unknown_01	4	Y	Incomplete bodies for 3/4
2021	8/2/21	7/12/21	28	982126054418841	10	Needles	3	N	
2021	8/2/21	7/12/21	28	982126054418841	10	Copepod	11	Y	
2021	8/2/21	7/12/21	29	982000167209009	10	Needles	1	N	
2021	8/2/21	7/12/21	29	982000167209009	10	Copepod	3	Y	
2021	8/2/21	7/12/21	29	982000167209009	10	Unknown_01	1	Y	Just wings Ñ include?
2021	8/2/21	7/12/21	30	434D432441	8	Unknown_01	1	Y	Caddisfly?
2021	8/2/21	7/12/21	30	434D432441	8	Needles	8	N	
2021	8/2/21	7/12/21	30	434D432441	8	Copepod	1	Y	"Sample has lots of organic debris that seems like copepods, but much is broken down Ñ see photo"
2021	8/2/21	7/12/21	31	210B	8	Asynarchus	5	Y	5 cases + one body with no case Ñ count as 5 or 6?
2021	8/2/21	7/12/21	31	210B	8	Needles	2	N	
2021	8/2/21	7/12/21	31	210B	8	Wood_chunks	1	N	
2021	8/2/21	7/12/21	32	3001B	8	Asynarchus	1	Y	
2021	8/2/21	7/12/21	32	3001B	8	Unknown_01	1	Y	Spider
2021	8/2/21	7/12/21	32	3001B	8	Unknown_02	1	Y	2 pieces 
2021	8/2/21	7/12/21	32	3001B	8	Needles	1	N	
2021	7/31/21	7/12/21	33	101B	8	Asynarchus	6	Y	Six cases plus 1 larva with no case. Count as 6 or 7?
2021	7/31/21	7/12/21	33	101B	8	Needles	1	N	
2021	8/1/21	7/12/21	34	900118000002982	8	Unknown_01	1	Y	Beetle spp.
2021	8/1/21	7/12/21	34	900118000002982	8	Unknown_02	1	Y	Beetle spp. ?
2021	8/1/21	7/12/21	34	900118000002982	8	Unknown_03	1	Y	Same as Unk. 01 in sample 15? In 3 pieces
2021	7/31/21	7/12/21	35	3100	8	Fairy_Shrimp	3	Y	"Count probably a bit higher, but FS very broken down in this sample"
2021	7/31/21	7/12/21	35	3100	8	Needles	5	N	
2021	7/31/21	7/12/21	35	3100	8	Unknown_01	1	Y	
2021	7/31/21	7/12/21	35	3100	8	Unknown_02	1	Y	
2021	8/2/21	7/27/21	36	982000167205273	11	Moths	19	Y	
2021	8/2/21	7/27/21	36	982000167205273	11	Needles	1	N	
2021	8/2/21	7/27/21	36	982000167205273	11	Unknown_01	1	Y	2 pieces 
2021	8/2/21	7/27/21	37	900118000002890	11	Moths	26	Y	
2021	8/2/21	7/27/21	37	900118000002890	11	Unknown_01	1	Y	Beetle spp. ?
2021	8/2/21	7/27/21	37	900118000002890	11	Unknown_02	1	Y	Beetle spp. ?
2021	8/2/21	7/27/21	37	900118000002890	11	Unknown_03	1	Y	Beetle spp. ?
2021	8/2/21	7/27/21	37	900118000002890	11	Needles	1	N	
2021	8/2/21	7/27/21	38	982000365435107	11	Unknown_01	1	Y	Beetle spp.
2021	8/2/21	7/27/21	38	982000365435107	11	Unknown_02	1	Y	Ant?
2021	8/2/21	7/27/21	38	982000365435107	11	Moths	6	Y	5 heads only
2021	8/2/21	7/27/21	38	982000365435107	11	Unknown_03	1	Y	Diptera head?
2021	8/2/21	7/27/21	39	71B	11	Moths	20	Y	
2021	8/2/21	7/27/21	39	71B	11	Unknown_01	2	Y	
2021	8/3/21	7/27/21	40	9812	11	Moths	16	Y	Many heads only
2021	8/3/21	7/27/21	40	9812	11	Needles	14	N	Wow!
2021	8/3/21	7/27/21	40	9812	11	Unknown_01	1	Y	Beetle spp. ?
2021	8/3/21	7/27/21	41	9441	10	Moths	9	Y	Mostly heads
2021	8/3/21	7/27/21	41	9441	10	Needles	1	N	
2021	8/3/21	7/27/21	41	9441	10	Unknown_01	1	Y	Just head
2021	8/3/21	7/27/21	41	9441	10	Unknown_02	1	Y	
2021	8/3/21	7/27/21	42	2304A	52	Fairy_Shrimp	37	Y	"FS very broken down. Count may not be reliaable. Exclude?? Many incomplete bodies too, so biomass will be low"
2021	8/3/21	7/27/21	42	2304A	52	Fairy_Shrimp_eggs	P	NA	
2021	8/3/21	7/27/21	42	2304A	52	Copepod	6	Y	Do not appear to be broken down like FS
2021	8/3/21	7/27/21	42	2304A	52	Unknown_01	1	Y	
2021	8/3/21	7/27/21	43	7934	52	Fairy_Shrimp	48	Y	
2021	8/3/21	7/27/21	43	7934	52	Fairy_Shrimp_eggs	P	NA	
2021	8/3/21	7/27/21	43	7934	52	Unknown_01	1	Y	
2021	8/3/21	7/27/21	44	5902	52	Fairy_Shrimp	138	Y	
2021	8/3/21	7/27/21	44	5902	52	Fairy_Shrimp_eggs	P	NA	
2021	8/3/21	7/27/21	44	5902	52	Copepod	6	Y	
2021	8/3/21	7/27/21	44	5902	52	Ant?	1	Y	
2021	8/3/21	7/27/21	45	7	52	Fairy_Shrimp	126	Y	
2021	8/3/21	7/27/21	45	7	52	Fairy_Shrimp_eggs	P	NA	
2021	8/3/21	7/27/21	45	7	52	Copepod	1	Y	
2021	8/3/21	7/27/21	46	4358642219	52	Fairy_Shrimp	101	Y	
2021	8/3/21	7/27/21	46	4358642219	52	Fairy_Shrimp_eggs	P	NA	
2021	8/3/21	7/27/21	46	4358642219	52	Needles	1	N	
2021	8/3/21	7/27/21	46	4358642219	52	Copepod	3	Y	
2021	8/3/21	7/27/21	46	4358642219	52	Unknown_01	1	Y	
2021	8/3/21	7/27/21	47	435928254A	52	Fairy_Shrimp	70	Y	
2021	8/3/21	7/27/21	47	435928254A	52	Fairy_Shrimp_eggs	P	NA	
2021	8/3/21	7/27/21	47	435928254A	52	Beetle	1	Y	Pairs of wings
2021	8/3/21	7/27/21	47	435928254A	52	Copepod	2	Y	
2021	8/3/21	7/27/21	47	435928254A	52	Unknown_01	2	Y	
2021	8/3/21	7/27/21	48	9898	52	Fairy_Shrimp	3	Y	"FS very broken down. Count probably not reliable, but does seem like much less FS debris than sample #42. Exclude??"
2021	8/3/21	7/27/21	48	9898	52	Fairy_Shrimp_eggs	P	NA	
2021	8/3/21	7/27/21	48	9898	52	Unknown_01	1	Y	
2021	8/3/21	7/27/21	48	9898	52	Unknown_02	1	Y	
2021	8/3/21	7/27/21	49	900118000002907	15	Fairy_Shrimp	132	Y	
2021	8/3/21	7/27/21	49	900118000002907	15	Fairy_Shrimp_eggs	P	NA	
2021	8/3/21	7/27/21	49	900118000002907	15	Needles	1	N	
2021	8/3/21	7/27/21	49	900118000002907	15	Copepod	8	Y	
2021	8/3/21	7/27/21	49	900118000002907	15	Unknown_01	1	Y	
2021	8/3/21	7/27/21	49	900118000002907	15	Unknown_02	1	Y	
2021	8/3/21	7/27/21	49	900118000002907	15	Unknown_03	1	Y	Chaoborus larva?
2021	8/3/21	7/27/21	50	985170001696220	15	Fairy_Shrimp	134	Y	
2021	8/3/21	7/27/21	50	985170001696220	15	Fairy_Shrimp_eggs	P	NA	
2021	8/3/21	7/27/21	50	985170001696220	15	Copepod	12	Y	
2021	8/4/21	7/27/21	51	985170001972439	6	Needles	1	N	
2021	8/4/21	7/27/21	51	985170001972439	6	Unknown_01	1	Y	
2021	8/4/21	7/27/21	51	985170001972439	6	Unknown_02	1	Y	
2021	8/4/21	7/27/21	51	985170001972439	6	Unknown_03	1	Y	
2021	8/3/21	7/27/21	52	340C	8	Moths	22	Y	
2021	8/3/21	7/27/21	52	340C	8	Unknown_01	1	Y	Ant?
2021	8/3/21	7/27/21	52	340C	8	Unknown_02	1	Y	
2021	8/4/21	7/27/21	53	1492	8	Moths	31	Y	
2021	8/4/21	7/27/21	53	1492	8	Needles	5	N	
2021	8/4/21	7/27/21	54	3100	8	Dytiscus	2	Y	
2021	8/4/21	7/27/21	54	3100	8	Needles	1	N	
2021	8/4/21	7/27/21	55	900118000002982	8	Moths	17	Y	
2021	8/4/21	7/27/21	55	900118000002982	8	Dytiscus	1	Y	
2021	8/4/21	7/27/21	55	900118000002982	8	Wood_chunks	2	N	
2021	8/4/21	7/27/21	56	900118000002813	8	Moths	12	Y	
2021	8/4/21	7/27/21	56	900118000002813	8	Dytiscus	1	Y	
2021	8/4/21	7/27/21	56	900118000002813	8	Unknown_01	1	Y	Didn't notice any hair on wings but hard to tell honestly
2021	8/4/21	7/27/21	56	900118000002813	8	Needles	2	N	
2021	8/5/21	7/27/21	57	982000167211952	12	Moths	24	Y	Paedo
2021	8/5/21	7/27/21	57	982000167211952	12	Boatman?	2	Y	
2021	8/5/21	7/27/21	57	982000167211952	12	Caddisfly	1	Y	see photo
2021	8/4/21	7/27/21	58	43517E797D	12	Chaoborus	128	Y	Paedo
2021	8/4/21	7/27/21	58	43517E797D	12	Needles	2	N	
2021	8/4/21	7/27/21	58	43517E797D	12	Boatman?	2	Y	
2021	8/4/21	7/27/21	58	43517E797D	12	Unknown_01	1	Y	2 pieces 
2021	8/4/21	7/27/21	58	43517E797D	12	Unknown_02	1	Y	Too big for scope photo
2021	8/4/21	7/27/21	58	43517E797D	12	Unknown_03	1	Y	Moth?
2021	8/4/21	7/27/21	58	43517E797D	12	Unknown_04	1	Y	
2021	8/5/21	7/27/21	59	982000167195232	12	Chaoborus	231	Y	Paedo
2021	8/5/21	7/27/21	59	982000167195232	12	Needles	2	N	
2021	8/5/21	7/27/21	59	982000167195232	12	Boatman?	2	Y	
2021	8/5/21	7/27/21	59	982000167195232	12	Unknown_01	1	Y	Just head
2021	8/5/21	7/27/21	59	982000167195232	12	Daphnia?	1	Y	
2021	8/5/21	7/27/21	60	985170001704292	12	Grasshopper	1	Y	Paedo; lots of unidentifiable body parts in sample. Undercouting taxa presence probably 
2021	8/5/21	7/27/21	60	985170001704292	12	Unknown_01	5	Y	Have wings
2021	8/5/21	7/27/21	60	985170001704292	12	Needles	5	N	
2021	8/5/21	7/27/21	60	985170001704292	12	Chaoborus	7	Y	
2021	8/5/21	7/27/21	60	985170001704292	12	Boatman?	1	Y	
2021	8/5/21	7/27/21	60	985170001704292	12	Unknown_02	1	Y	Green
2021	8/5/21	7/27/21	60	985170001704292	12	Unknown_03	2	Y	2 heads
2021	8/5/21	7/27/21	60	985170001704292	12	Moths	1	Y	Head only
2021	8/3/21	7/27/21	61	900118000003009	12	Unknown_01	2	Y	"Paedo; mouth mandibles different than moths, has wings "
2021	8/3/21	7/27/21	61	900118000003009	12	Unknown_02	1	Y	"Looks like Daphnia likely in gut sample, but too small and broken down to reliably collect"
2021	8/3/21	7/27/21	61	900118000003009	12	Unknown_03	3	Y	
2021	8/3/21	7/27/21	61	900118000003009	12	Needles	1	N	
2021	8/3/21	7/27/21	61	900118000003009	12	Wood_chunks	3	N	
2021	8/4/21	7/27/21	62	982000365434934	12	Chaoborus	236	Y	Paedo; mix of larvae and pupae
2021	8/4/21	7/27/21	62	982000365434934	12	Needles	7	N	
2021	8/4/21	7/27/21	62	982000365434934	12	Caddisfly	1	Y	Head only. See pic
2021	8/4/21	7/27/21	62	982000365434934	12	Boatman?	3	Y	see photo
2021	8/4/21	7/27/21	62	982000365434934	12	Daphnia?	21	Y	see photo
2022	8/3/22	7/25/22	36	434D432441	8	Pine_Needle	4	N	
2022	8/3/22	7/25/22	36	434D432441	8	Miscellaneous	NA	Y	"Nothing identifiable, all fragments. Very low biomass, so weighing everything together"
2022	8/3/22	7/25/22	36	434D432441	8	Moth	2	Y	Head only
2022	8/3/22	7/25/22	27	900118000003084	13	Hydroporinae	23	Y	
2022	8/3/22	7/25/22	27	900118000003084	13	Boatman	8	Y	
2022	8/3/22	7/25/22	27	900118000003084	13	Pine_Needle	7	N	
2022	8/3/22	7/25/22	35	1004E	8	Miscellaneous	NA	Y	"Nothing identifiable, all fragments. Very low biomass, so weighing everything together"
2022	8/3/22	7/25/22	35	1004E	8	Moth	2	Y	Head only
2022	8/3/22	7/25/22	33	900118000002813	8	Copepod	21	Y	
2022	8/3/22	7/25/22	33	900118000002813	8	Dytiscus	1	Y	Head only
2022	8/3/22	7/25/22	33	900118000002813	8	Moth	2	Y	Head only. Biomass will be low relative to bodies.
2022	8/3/22	7/25/22	41	985170001736603	52	Copepod	23	Y	
2022	8/3/22	7/25/22	41	985170001736603	52	Boatman	2	Y	1 head only
2022	8/4/22	7/25/22	40	7	52	Copepod	5	Y	
2022	8/4/22	7/25/22	40	7	52	Beetle	1	Y	
2022	8/4/22	7/25/22	26	982091066164836	13	Pine_Needle	4	N	
2022	8/4/22	7/25/22	26	982091066164836	13	Hydroporinae	10	Y	
2022	8/4/22	7/25/22	26	982091066164836	13	Boatman	2	Y	
2022	8/4/22	7/25/22	32	900118000002910	8	Dytiscus	2	Y	2 heads + more mandibles
2022	8/4/22	7/25/22	32	900118000002910	8	Copepod	5	Y	
2022	8/4/22	7/25/22	34	982091066165094	8	Copepod	7	Y	
2022	8/4/22	7/25/22	38	982091066164847	56	Beetle	3	Y	Dytiscus + small black + Acilius larva
2022	8/4/22	7/25/22	38	982091066164847	56	Boatman	1	Y	
2022	8/4/22	7/25/22	39	702D	52	Pine_Needle	4	N	
2022	8/4/22	7/25/22	39	702D	52	Beetle	1	Y	
2022	8/4/22	7/25/22	39	702D	52	Copepod	2	Y	
2022	8/4/22	7/25/22	39	702D	52	Hemiptera	1	Y	Terrestrial hemiptera according to Hamish
2022	8/4/22	7/25/22	29	982091066164617	15	Fairy_Shrimp	23	Y	
2022	8/4/22	7/25/22	29	982091066164617	15	Copepod	25	Y	
2022	8/4/22	7/25/22	29	982091066164617	15	Mosquito	2	Y	
2022	8/4/22	7/25/22	29	982091066164617	15	Hydroporinae	2	Y	
2022	8/4/22	7/25/22	29	982091066164617	15	Mite	1	Y	
2022	8/4/22	7/25/22	37	982126054418841	10	Pine_Needle	2	Y	
2022	8/4/22	7/25/22	37	982126054418841	10	Beetle	3	Y	
2022	8/4/22	7/25/22	37	982126054418841	10	Ant	1	Y	
2022	8/4/22	7/25/22	37	982126054418841	10	Moth	3	Y	Heads only
2022	8/4/22	7/25/22	25	982000167210468	13	Hydroporinae	5	Y	
2022	8/4/22	7/25/22	25	982000167210468	13	Boatman	2	Y	
2022	8/4/22	7/25/22	25	982000167210468	13	Chaoborus	1	Y	
2022	8/4/22	7/25/22	30	900118000002907	15	Fairy_Shrimp	9	Y	"Could only count 9, but lots of fairy shrimp mush"
2022	8/4/22	7/25/22	30	900118000002907	15	Mosquito	1	Y	
2022	8/4/22	7/25/22	30	900118000002907	15	Copepod	5	Y	
2022	8/4/22	7/25/22	24	982000365435090	11	Pine_Needle	2	N	
2022	8/4/22	7/25/22	24	982000365435090	11	Copepod	63	Y	
2022	8/4/22	7/25/22	28	982091066165118	15	Fairy_Shrimp	46	Y	
2022	8/4/22	7/25/22	28	982091066165118	15	Copepod	16	Y	
2022	8/4/22	7/25/22	28	982091066165118	15	Pine_Needle	1	N	
2022	8/4/22	7/25/22	28	982091066165118	15	Hydroporinae	3	Y	
2022	8/4/22	7/25/22	31	982000167211662	15	Fairy_Shrimp	61	Y	
2022	8/4/22	7/25/22	31	982000167211662	15	Mosquito	1	Y	
2022	8/4/22	7/25/22	31	982000167211662	15	Chironomidae	3	Y	
2022	8/4/22	7/25/22	31	982000167211662	15	Copepod	19	Y	
2022	8/4/22	7/11/22	08	900118000002846	8	Fairy_Shrimp	7	Y	
2022	8/4/22	7/11/22	08	900118000002846	8	Copepod	2	Y	
2022	8/4/22	7/11/22	13	982000167194011	8	Fairy_Shrimp	19	Y	
2022	8/4/22	7/11/22	13	982000167194011	8	Daphnia	27	Y	
2022	8/4/22	7/11/22	11	900118000002813	8	Fairy_Shrimp	20	Y	
2022	8/4/22	7/11/22	11	900118000002813	8	Dytiscus	2	Y	
2022	8/4/22	7/11/22	11	900118000002813	8	Copepod	15	Y	1 of which was Daphnia
2022	8/4/22	7/11/22	15	982091066167278	8	Fairy_Shrimp	39	Y	
2022	8/4/22	7/11/22	15	982091066167278	8	Beetle	2	Y	
2022	8/4/22	7/11/22	15	982091066167278	8	Copepod_Daphnia	18	Y	
2022	8/4/22	7/11/22	23	900118000002907	15	Pine_Needle	1	Y	
2022	8/4/22	7/11/22	23	900118000002907	15	Mosquito	16	Y	
2022	8/4/22	7/11/22	23	900118000002907	15	Fairy_Shrimp	41	Y	
2022	8/4/22	7/11/22	23	900118000002907	15	Hydroporinae	1	Y	
2022	8/4/22	7/11/22	23	900118000002907	15	Copepod_Daphnia	5	Y	
2022	8/4/22	7/11/22	16	982091066165094	8	Fairy_Shrimp	33	Y	
2022	8/4/22	7/11/22	04	900118000002910	8	Fairy_Shrimp	22	Y	
2022	8/4/22	7/11/22	04	900118000002910	8	Dytiscus	2	Y	Head only
2022	8/4/22	7/11/22	04	900118000002910	8	Copepod_Daphnia	11	Y	
2022	8/4/22	7/11/22	19	985170001800545	8	Pine_Needle	1	N	
2022	8/4/22	7/11/22	19	985170001800545	8	Fairy_Shrimp	32	Y	
2022	8/4/22	7/11/22	19	985170001800545	8	Daphnia	3	Y	
2022	8/4/22	7/11/22	18	982091066167332	8	Fairy_Shrimp	23	Y	
2022	8/4/22	7/11/22	18	982091066167332	8	Copepod_Daphnia	8	Y	
2022	8/4/22	7/11/22	07	982000167211706	8	Fairy_Shrimp	50	Y	
2022	8/4/22	7/11/22	07	982000167211706	8	Dytiscus	1	Y	
2022	8/4/22	7/11/22	07	982000167211706	8	Copepod_Daphnia	31	Y	
2022	8/4/22	7/11/22	12	982000167194693	8	Fairy_Shrimp	37	Y	
2022	8/4/22	7/11/22	12	982000167194693	8	Copepod_Daphnia	13	Y	
2022	8/4/22	7/11/22	17	985170002017106	8	Fairy_Shrimp	45	Y	
2022	8/4/22	7/11/22	17	985170002017106	8	Copepod_Daphnia	23	Y	
2022	8/4/22	7/11/22	17	985170002017106	8	Dytiscus	1	Y	Head only
2022	8/4/22	7/11/22	09	982000365434928	8	Pine_Needle	5	Y	
2022	8/4/22	7/11/22	09	982000365434928	8	Fairy_Shrimp	15	Y	
2022	8/4/22	7/11/22	09	982000365434928	8	Copepod_Daphnia	4	Y	
2022	8/5/22	7/11/22	01	982091066167345	8	Pine_Needle	3	N	
2022	8/5/22	7/11/22	01	982091066167345	8	Fairy_Shrimp	21	Y	
2022	8/5/22	7/11/22	01	982091066167345	8	Dytiscus	1	Y	
2022	8/5/22	7/11/22	01	982091066167345	8	Boatman	1	Y	
2022	8/5/22	7/11/22	01	982091066167345	8	Copepod_Daphnia	8	Y	
2022	8/5/22	7/11/22	20	982091066167290	8	Pine_Needle	3	N	
2022	8/5/22	7/11/22	20	982091066167290	8	Fairy_Shrimp	20	Y	
2022	8/5/22	7/11/22	20	982091066167290	8	Dytiscus	1	Y	
2022	8/5/22	7/11/22	20	982091066167290	8	Copepod_Daphnia	7	Y	
2022	8/5/22	7/11/22	03	982091066165252	8	Pine_Needle	4	N	
2022	8/5/22	7/11/22	03	982091066165252	8	Fairy_Shrimp	25	Y	
